gene_symbol,action_family,n_full,n_strict,pruned
RELL2,inhibits,8,8,0
RELL2,other,2,,2
RELN,activates,48,48,0
RELN,inhibits,44,44,0
RELN,modifies,2,2,0
RELN,other,5,,5
RELT,activates,27,25,2
RELT,inhibits,11,11,0
RELT,other,3,,3
REM1,activates,9,7,2
REM1,inhibits,3,3,0
REM1,modifies,1,1,0
REM2,activates,10,8,2
REM2,inhibits,14,14,0
REM2,modifies,1,1,0
REM2,other,2,,2
REN,activates,113,113,0
REN,binds,1,1,0
REN,inhibits,96,96,0
REN,modifies,2,2,0
REN,other,3,,3
RENBP,activates,26,24,2
RENBP,inhibits,7,7,0
RENBP,modifies,1,1,0
RENBP,other,6,,6
RENO1,inhibits,3,3,0
REP15,activates,5,5,0
REP15,inhibits,11,11,0
REP15,other,2,,2
REPIN1,activates,14,14,0
REPIN1,inhibits,29,29,0
REPIN1,modifies,1,1,0
REPIN1,other,3,,3
REPS1,activates,17,15,2
REPS1,inhibits,15,15,0
REPS1,modifies,2,2,0
REPS1,other,4,,4
REPS2,activates,14,14,0
REPS2,inhibits,31,31,0
REPS2,modifies,1,1,0
REPS2,other,5,,5
RER1,activates,22,20,2
RER1,inhibits,10,10,0
RER1,modifies,3,3,0
RER1,other,3,,3
RERE,activates,39,37,2
RERE,inhibits,20,20,0
RERE,modifies,5,5,0
RERE,other,3,,3
RERE-AS1,inhibits,1,1,0
REREP3,activates,1,1,0
RERG,activates,35,35,0
RERG,inhibits,30,30,0
RERG,other,2,,2
RERGL,inhibits,6,6,0
RESF1,activates,16,16,0
RESF1,inhibits,15,15,0
RESF1,modifies,1,1,0
RESF1,other,3,,3
REST,activates,28,24,4
REST,inhibits,22,22,0
REST,modifies,2,2,0
REST,other,4,,4
RET,activates,50,50,0
RET,inhibits,68,68,0
RET,modifies,2,2,0
RET,other,6,,6
RETN,activates,13,13,0
RETN,inhibits,29,29,0
RETN,modifies,1,1,0
RETN,other,1,,1
RETNLB,activates,8,8,0
RETNLB,inhibits,1,1,0
RETNLB,modifies,1,1,0
RETREG1,activates,34,32,2
RETREG1,inhibits,19,19,0
RETREG1,modifies,1,1,0
RETREG1,other,5,,5
RETREG2,activates,14,14,0
RETREG2,inhibits,7,7,0
RETREG2,modifies,3,3,0
RETREG2,other,5,,5
RETREG3,activates,14,14,0
RETREG3,inhibits,14,14,0
RETREG3,modifies,3,3,0
RETREG3,other,4,,4
RETSAT,activates,48,48,0
RETSAT,binds,1,1,0
RETSAT,inhibits,20,20,0
RETSAT,modifies,1,1,0
RETSAT,other,2,,2
REV1,activates,16,16,0
REV1,inhibits,24,24,0
REV1,other,5,,5
REV3L,activates,33,33,0
REV3L,inhibits,29,29,0
REV3L,modifies,1,1,0
REV3L,other,8,,8
REX1BD,activates,10,10,0
REX1BD,inhibits,10,10,0
REX1BD,modifies,1,1,0
REX1BD,other,2,,2
REXO1,activates,18,16,2
REXO1,inhibits,4,4,0
REXO1,other,2,,2
REXO1L11P,inhibits,2,2,0
REXO1L1P,activates,4,4,0
REXO1L1P,inhibits,6,6,0
REXO1L2P,activates,2,2,0
REXO1L2P,inhibits,3,3,0
REXO2,activates,144,144,0
REXO2,binds,3,1,2
REXO2,inhibits,57,57,0
REXO2,modifies,1,1,0
REXO2,other,21,,21
REXO4,activates,31,31,0
REXO4,binds,1,1,0
REXO4,inhibits,14,14,0
REXO4,modifies,1,1,0
REXO4,other,1,,1
REXO5,activates,14,14,0
REXO5,inhibits,6,6,0
REXO5,other,1,,1
REXO6P,inhibits,5,5,0
RFC1,activates,18,16,2
RFC1,binds,1,1,0
RFC1,inhibits,33,33,0
RFC1,modifies,2,2,0
RFC1,other,5,,5
RFC2,activates,25,25,0
RFC2,inhibits,42,42,0
RFC2,other,5,,5
RFC3,activates,23,23,0
RFC3,inhibits,59,59,0
RFC3,modifies,1,1,0
RFC3,other,13,,13
RFC4,activates,27,27,0
RFC4,inhibits,61,61,0
RFC4,modifies,1,1,0
RFC4,other,8,,8
RFC5,activates,25,24,1
RFC5,inhibits,46,46,0
RFC5,other,5,,5
RFESD,activates,18,18,0
RFESD,inhibits,5,5,0
RFESD,modifies,1,1,0
RFESD,other,3,,3
RFFL,activates,46,46,0
RFFL,inhibits,12,12,0
RFFL,modifies,2,2,0
RFFL,other,7,,7
RFK,activates,30,30,0
RFK,inhibits,20,20,0
RFK,other,7,,7
RFLNA,activates,8,8,0
RFLNA,inhibits,16,16,0
RFLNA,modifies,2,2,0
RFLNA,other,1,,1
RFLNB,activates,20,20,0
RFLNB,inhibits,32,32,0
RFLNB,other,6,,6
RFNG,activates,32,30,2
RFNG,inhibits,15,15,0
RFNG,modifies,1,1,0
RFNG,other,2,,2
RFPL1,activates,7,7,0
RFPL1,inhibits,1,1,0
RFPL1,other,1,,1
RFPL1S,activates,3,3,0
RFPL1S,inhibits,1,1,0
RFPL1S,modifies,1,1,0
RFPL1S,other,1,,1
RFPL2,activates,10,10,0
RFPL2,inhibits,12,12,0
RFPL2,modifies,1,1,0
RFPL2,other,1,,1
RFPL3,activates,1,1,0
RFPL3,inhibits,6,6,0
RFPL3,modifies,1,1,0
RFPL3S,activates,5,5,0
RFPL3S,inhibits,8,8,0
RFPL3S,modifies,1,1,0
RFPL4A,activates,25,25,0
RFPL4A,inhibits,1,1,0
RFPL4AL1,activates,8,8,0
RFPL4B,activates,3,3,0
RFPL4B,inhibits,2,2,0
RFPL4B,modifies,1,1,0
RFT1,activates,7,7,0
RFT1,inhibits,22,22,0
RFTN1,activates,49,47,2
RFTN1,inhibits,41,41,0
RFTN1,other,9,,9
RFTN2,activates,22,22,0
RFTN2,inhibits,10,10,0
RFTN2,modifies,1,1,0
RFTN2,other,2,,2
RFWD3,activates,17,17,0
RFWD3,inhibits,29,29,0
RFWD3,modifies,1,1,0
RFWD3,other,4,,4
RFX1,activates,14,12,2
RFX1,inhibits,5,5,0
RFX1,modifies,1,1,0
RFX1,other,2,,2
RFX2,activates,15,15,0
RFX2,inhibits,12,12,0
RFX2,modifies,5,5,0
RFX2,other,5,,5
RFX3,activates,16,16,0
RFX3,inhibits,23,23,0
RFX3,modifies,1,1,0
RFX3,other,2,,2
RFX3-DT,activates,1,1,0
RFX3-DT,inhibits,3,3,0
RFX4,activates,18,18,0
RFX4,inhibits,16,16,0
RFX4,modifies,2,2,0
RFX5,activates,15,15,0
RFX5,inhibits,21,21,0
RFX5,modifies,2,2,0
RFX5,other,5,,5
RFX6,activates,13,11,2
RFX6,inhibits,3,3,0
RFX6,modifies,1,1,0
RFX6,other,3,,3
RFX7,activates,10,10,0
RFX7,inhibits,36,36,0
RFX7,modifies,2,2,0
RFX7,other,5,,5
RFX8,activates,9,9,0
RFX8,inhibits,6,6,0
RFX8,modifies,1,1,0
RFX8,other,1,,1
RFXANK,activates,4,4,0
RFXANK,inhibits,24,24,0
RFXANK,other,3,,3
RFXAP,activates,7,7,0
RFXAP,inhibits,41,41,0
RFXAP,other,1,,1
RGCC,activates,81,79,2
RGCC,inhibits,33,33,0
RGCC,other,15,,15
RGL1,activates,36,36,0
RGL1,inhibits,38,38,0
RGL1,modifies,1,1,0
RGL1,other,9,,9
RGL2,activates,15,13,2
RGL2,inhibits,11,11,0
RGL2,modifies,1,1,0
RGL2,other,4,,4
RGL3,activates,19,17,2
RGL3,inhibits,12,12,0
RGL3,modifies,2,2,0
RGL4,activates,10,10,0
RGL4,inhibits,4,4,0
RGL4,other,2,,2
RGMA,activates,33,33,0
RGMA,inhibits,38,38,0
RGMA,modifies,2,2,0
RGMA,other,2,,2
RGMB,activates,34,34,0
RGMB,inhibits,29,29,0
RGMB,modifies,1,1,0
RGMB,other,1,,1
RGMB-AS1,activates,3,3,0
RGMB-AS1,inhibits,4,4,0
RGN,activates,13,13,0
RGN,binds,1,1,0
RGN,inhibits,41,41,0
RGN,other,3,,3
RGP1,activates,5,5,0
RGP1,inhibits,6,6,0
RGP1,other,2,,2
RGPD1,activates,11,9,2
RGPD1,inhibits,13,13,0
RGPD1,modifies,1,1,0
RGPD1,other,3,,3
RGPD2,activates,6,4,2
RGPD2,inhibits,1,1,0
RGPD2,modifies,1,1,0
RGPD2,other,1,,1
RGPD3,activates,12,12,0
RGPD3,inhibits,5,5,0
RGPD3,modifies,3,3,0
RGPD4,activates,2,2,0
RGPD4,inhibits,2,2,0
RGPD4-DT,activates,1,1,0
RGPD4-DT,inhibits,2,2,0
RGPD5,activates,18,18,0
RGPD5,inhibits,1,1,0
RGPD5,other,3,,3
RGPD6,activates,12,12,0
RGPD6,inhibits,6,6,0
RGPD8,activates,8,8,0
RGPD8,inhibits,6,6,0
RGPD8,modifies,1,1,0
RGPD8,other,1,,1
RGR,activates,2,2,0
RGR,inhibits,3,3,0
RGS1,activates,27,27,0
RGS1,inhibits,21,21,0
RGS1,other,6,,6
RGS10,activates,32,31,1
RGS10,inhibits,16,16,0
RGS10,modifies,1,1,0
RGS10,other,8,,8
RGS11,activates,21,21,0
RGS11,inhibits,10,10,0
RGS11,other,2,,2
RGS12,activates,26,26,0
RGS12,inhibits,20,20,0
RGS12,modifies,6,6,0
RGS12,other,2,,2
RGS13,activates,3,3,0
RGS13,inhibits,10,10,0
RGS13,modifies,1,1,0
RGS13,other,7,,7
RGS14,activates,12,8,4
RGS14,inhibits,16,16,0
RGS14,modifies,1,1,0
RGS14,other,2,,2
RGS16,activates,69,69,0
RGS16,inhibits,27,27,0
RGS16,other,7,,7
RGS17,activates,24,24,0
RGS17,inhibits,23,23,0
RGS17,modifies,3,3,0
RGS17,other,4,,4
RGS18,activates,8,6,2
RGS18,inhibits,20,20,0
RGS18,modifies,1,1,0
RGS18,other,10,,10
RGS19,activates,16,16,0
RGS19,inhibits,22,22,0
RGS19,other,5,,5
RGS2,activates,92,92,0
RGS2,inhibits,46,46,0
RGS2,modifies,1,1,0
RGS2,other,14,,14
RGS20,activates,47,45,2
RGS20,inhibits,17,17,0
RGS20,modifies,1,1,0
RGS20,other,4,,4
RGS21,binds,1,1,0
RGS21,inhibits,3,3,0
RGS22,activates,14,14,0
RGS22,inhibits,3,3,0
RGS2-AS1,activates,1,1,0
RGS3,activates,30,30,0
RGS3,inhibits,18,18,0
RGS3,modifies,1,1,0
RGS3,other,6,,6
RGS4,activates,36,34,2
RGS4,inhibits,50,50,0
RGS4,modifies,2,2,0
RGS4,other,6,,6
RGS5,activates,32,32,0
RGS5,inhibits,31,31,0
RGS5,modifies,3,3,0
RGS5,other,3,,3
RGS5-AS1,inhibits,1,1,0
RGS6,activates,18,18,0
RGS6,inhibits,6,6,0
RGS6,modifies,3,3,0
RGS6,other,2,,2
RGS7,activates,24,24,0
RGS7,inhibits,17,17,0
RGS7,modifies,2,2,0
RGS7,other,1,,1
RGS7BP,activates,13,11,2
RGS7BP,inhibits,10,10,0
RGS7BP,modifies,1,1,0
RGS7BP,other,1,,1
RGS8,activates,2,2,0
RGS8,inhibits,3,3,0
RGS8,modifies,2,2,0
RGS9,activates,23,21,2
RGS9,inhibits,14,14,0
RGS9,other,4,,4
RGS9BP,activates,9,9,0
RGS9BP,inhibits,3,3,0
RGS9BP,modifies,1,1,0
RGSL1,activates,4,4,0
RGSL1,inhibits,3,3,0
RGSL1,modifies,1,1,0
RHAG,activates,4,4,0
RHAG,inhibits,3,3,0
RHAG,other,1,,1
RHBDD1,activates,20,20,0
RHBDD1,inhibits,6,6,0
RHBDD1,modifies,2,2,0
RHBDD1,other,2,,2
RHBDD2,activates,44,44,0
RHBDD2,inhibits,6,6,0
RHBDD2,modifies,1,1,0
RHBDD2,other,3,,3
RHBDD3,activates,7,7,0
RHBDD3,inhibits,9,9,0
RHBDD3,modifies,2,2,0
RHBDD3,other,2,,2
RHBDF1,activates,39,39,0
RHBDF1,inhibits,26,26,0
RHBDF1,modifies,1,1,0
RHBDF1,other,3,,3
RHBDF2,activates,34,34,0
RHBDF2,inhibits,18,18,0
RHBDF2,modifies,2,2,0
RHBDF2,other,6,,6
RHBDL1,activates,10,8,2
RHBDL1,inhibits,8,8,0
RHBDL1,other,3,,3
RHBDL2,activates,12,12,0
RHBDL2,inhibits,24,24,0
RHBDL2,modifies,1,1,0
RHBDL2,other,4,,4
RHBDL3,activates,17,17,0
RHBDL3,inhibits,15,15,0
RHBDL3,modifies,1,1,0
RHBDL3,other,2,,2
RHBG,activates,2,2,0
RHBG,inhibits,13,13,0
RHBG,other,4,,4
RHCE,activates,4,4,0
RHCE,inhibits,12,12,0
RHCG,activates,27,25,2
RHCG,inhibits,8,8,0
RHCG,modifies,3,3,0
RHD,activates,4,4,0
RHD,inhibits,1,1,0
RHD,other,1,,1
RHEB,activates,34,34,0
RHEB,inhibits,25,25,0
RHEB,modifies,1,1,0
RHEB,other,10,,10
RHEBL1,activates,30,30,0
RHEBL1,inhibits,13,13,0
RHEBL1,modifies,1,1,0
RHEBL1,other,4,,4
RHEBP1,activates,37,37,0
RHEBP1,inhibits,25,25,0
RHEBP1,modifies,1,1,0
RHEBP1,other,10,,10
RHEBP2,inhibits,1,1,0
RHEX,activates,3,3,0
RHEX,inhibits,5,5,0
RHEX,modifies,1,1,0
RHEX,other,2,,2
RHNO1,activates,18,18,0
RHNO1,inhibits,32,32,0
RHNO1,other,2,,2
RHO,activates,12,12,0
RHO,binds,3,3,0
RHO,inhibits,13,13,0
RHO,modifies,3,3,0
RHOA,activates,80,77,3
RHOA,binds,1,1,0
RHOA,inhibits,154,154,0
RHOA,modifies,4,4,0
RHOA,other,12,,12
RHOB,activates,110,108,2
RHOB,inhibits,52,52,0
RHOB,modifies,1,1,0
RHOB,other,14,,14
RHOBTB1,activates,34,32,2
RHOBTB1,inhibits,57,57,0
RHOBTB1,modifies,2,2,0
RHOBTB1,other,4,,4
RHOBTB2,activates,25,23,2
RHOBTB2,inhibits,15,15,0
RHOBTB2,modifies,1,1,0
RHOBTB2,other,3,,3
RHOBTB3,activates,39,39,0
RHOBTB3,inhibits,40,40,0
RHOBTB3,modifies,1,1,0
RHOBTB3,other,11,,11
RHOC,activates,60,60,0
RHOC,inhibits,38,38,0
RHOC,modifies,1,1,0
RHOC,other,11,,11
RHOD,activates,23,23,0
RHOD,inhibits,17,17,0
RHOD,other,3,,3
RHOF,activates,31,29,2
RHOF,inhibits,16,16,0
RHOF,other,3,,3
RHOG,activates,21,21,0
RHOG,inhibits,16,16,0
RHOG,modifies,2,2,0
RHOG,other,4,,4
RHOH,activates,19,19,0
RHOH,inhibits,20,20,0
RHOH,other,4,,4
RHOJ,activates,19,19,0
RHOJ,inhibits,9,9,0
RHOJ,modifies,2,2,0
RHOJ,other,1,,1
RHOQ,activates,36,36,0
RHOQ,inhibits,18,18,0
RHOQ,other,11,,11
RHOQP2,activates,1,1,0
RHOQP3,activates,1,1,0
RHOQP3,inhibits,1,1,0
RHOT1,activates,8,8,0
RHOT1,inhibits,26,26,0
RHOT1,modifies,2,2,0
RHOT1,other,5,,5
RHOT1P1,activates,1,1,0
RHOT1P1,other,1,,1
RHOT2,activates,20,18,2
RHOT2,inhibits,15,15,0
RHOT2,modifies,1,1,0
RHOT2,other,6,,6
RHOU,activates,23,23,0
RHOU,inhibits,32,32,0
RHOU,other,7,,7
RHOV,activates,20,18,2
RHOV,inhibits,29,29,0
RHOXF1,activates,5,5,0
RHOXF1,inhibits,6,6,0
RHOXF1,modifies,1,1,0
RHOXF1-AS1,inhibits,2,2,0
RHOXF1-AS1,modifies,1,1,0
RHOXF1P1,activates,1,1,0
RHOXF1P3,activates,1,1,0
RHOXF2,activates,3,3,0
RHOXF2,inhibits,3,3,0
RHOXF2B,activates,3,3,0
RHOXF2B,inhibits,1,1,0
RHPN1,activates,11,11,0
RHPN1,inhibits,15,15,0
RHPN1,other,3,,3
RHPN1-AS1,activates,3,3,0
RHPN1-AS1,inhibits,9,9,0
RHPN2,activates,25,25,0
RHPN2,inhibits,12,12,0
RHPN2,other,2,,2
RHPN2P1,inhibits,1,1,0
RIAN,activates,2,2,0
RIBC1,activates,8,8,0
RIBC1,inhibits,12,12,0
RIBC1,other,1,,1
RIBC2,activates,18,18,0
RIBC2,inhibits,15,15,0
RIBC2,modifies,1,1,0
RIBC2,other,2,,2
RIC1,activates,7,7,0
RIC1,inhibits,19,19,0
RIC1,other,2,,2
RIC3,activates,8,8,0
RIC3,binds,1,1,0
RIC3,inhibits,9,9,0
RIC3,modifies,1,1,0
RIC3,other,1,,1
RIC8A,activates,21,19,2
RIC8A,inhibits,20,20,0
RIC8A,modifies,1,1,0
RIC8A,other,2,,2
RIC8B,activates,23,23,0
RIC8B,inhibits,17,17,0
RIC8B,modifies,1,1,0
RIC8B,other,2,,2
RICTOR,activates,23,23,0
RICTOR,inhibits,34,34,0
RICTOR,modifies,2,2,0
RICTOR,other,5,,5
RIDA,activates,11,11,0
RIDA,inhibits,33,33,0
RIDA,other,4,,4
RIF1,activates,13,13,0
RIF1,binds,1,1,0
RIF1,inhibits,42,42,0
RIF1,modifies,5,4,1
RIF1,other,4,,4
RIG,activates,2,2,0
RIGI,activates,39,39,0
RIGI,binds,2,,2
RIGI,inhibits,44,44,0
RIGI,modifies,2,2,0
RIGI,other,5,,5
RIIAD1,activates,15,15,0
RIIAD1,inhibits,10,10,0
RIIAD1,modifies,1,1,0
RIIAD1,other,1,,1
RILP,activates,17,17,0
RILP,inhibits,14,14,0
RILP,other,2,,2
RILPL1,activates,15,13,2
RILPL1,inhibits,15,15,0
RILPL1,modifies,1,1,0
RILPL1,other,5,,5
RILPL2,activates,19,19,0
RILPL2,inhibits,17,17,0
RILPL2,other,6,,6
RIMBP2,activates,16,16,0
RIMBP2,binds,2,2,0
RIMBP2,inhibits,19,19,0
RIMBP2,modifies,5,5,0
RIMBP2,other,3,,3
RIMBP3,activates,13,11,2
RIMBP3,inhibits,17,17,0
RIMBP3B,activates,4,2,2
RIMBP3B,inhibits,7,7,0
RIMBP3C,activates,8,6,2
RIMBP3C,inhibits,5,4,1
RIMKLA,activates,16,14,2
RIMKLA,inhibits,17,17,0
RIMKLA,other,1,,1
RIMKLB,activates,23,21,2
RIMKLB,inhibits,29,29,0
RIMKLB,modifies,1,1,0
RIMKLB,other,7,,7
RIMKLBP1,inhibits,1,1,0
RIMOC1,activates,2,2,0
RIMOC1,inhibits,17,17,0
RIMOC1,other,2,,2
RIMS1,activates,20,18,2
RIMS1,inhibits,9,9,0
RIMS1,modifies,2,2,0
RIMS1,other,2,,2
RIMS2,activates,15,15,0
RIMS2,inhibits,16,16,0
RIMS2,modifies,2,2,0
RIMS2,other,1,,1
RIMS3,activates,37,35,2
RIMS3,inhibits,19,19,0
RIMS3,modifies,1,1,0
RIMS3,other,6,,6
RIMS4,activates,17,17,0
RIMS4,inhibits,24,24,0
RIMS4,other,2,,2
RIN1,activates,32,30,2
RIN1,inhibits,15,15,0
RIN1,modifies,4,4,0
RIN1,other,2,,2
RIN2,activates,55,55,0
RIN2,inhibits,57,57,0
RIN2,modifies,2,2,0
RIN2,other,9,,9
RIN3,activates,20,20,0
RIN3,inhibits,17,17,0
RIN3,modifies,1,1,0
RIN3,other,1,,1
RING1,activates,20,20,0
RING1,inhibits,14,14,0
RING1,modifies,1,1,0
RING1,other,2,,2
RINL,activates,28,26,2
RINL,inhibits,9,9,0
RINL,modifies,1,1,0
RINL,other,1,,1
RINT1,activates,16,14,2
RINT1,inhibits,12,12,0
RINT1,modifies,2,2,0
RINT1,other,2,,2
RIOK1,activates,36,34,2
RIOK1,binds,1,1,0
RIOK1,inhibits,10,10,0
RIOK1,other,1,,1
RIOK2,activates,24,24,0
RIOK2,binds,1,1,0
RIOK2,inhibits,14,14,0
RIOK2,modifies,2,2,0
RIOK2,other,3,,3
RIOK3,activates,46,46,0
RIOK3,binds,1,1,0
RIOK3,inhibits,16,16,0
RIOK3,modifies,1,1,0
RIOK3,other,5,,5
RIOX1,activates,8,8,0
RIOX1,inhibits,30,30,0
RIOX1,other,3,,3
RIOX2,activates,27,27,0
RIOX2,binds,1,1,0
RIOX2,inhibits,31,31,0
RIOX2,other,5,,5
RIPK1,activates,81,81,0
RIPK1,inhibits,83,80,3
RIPK1,modifies,1,1,0
RIPK1,other,2,,2
RIPK2,activates,47,45,2
RIPK2,inhibits,38,38,0
RIPK2,other,11,,11
RIPK3,activates,51,51,0
RIPK3,inhibits,52,49,3
RIPK3,modifies,3,2,1
RIPK3,other,3,,3
RIPK4,activates,30,30,0
RIPK4,inhibits,16,16,0
RIPK4,modifies,1,1,0
RIPK4,other,1,,1
RIPOR1,activates,19,19,0
RIPOR1,inhibits,11,11,0
RIPOR1,modifies,2,2,0
RIPOR1,other,6,,6
RIPOR2,activates,36,36,0
RIPOR2,inhibits,37,37,0
RIPOR2,modifies,2,2,0
RIPOR2,other,3,,3
RIPOR3,activates,20,18,2
RIPOR3,inhibits,19,19,0
RIPOR3,other,3,,3
RIPOR3-AS1,activates,2,2,0
RIPPLY1,activates,2,2,0
RIPPLY1,inhibits,9,9,0
RIPPLY2,activates,5,5,0
RIPPLY2,inhibits,4,4,0
RIPPLY2,other,1,,1
RIPPLY3,activates,19,19,0
RIPPLY3,inhibits,21,21,0
RIPPLY3,other,4,,4
RIT1,activates,46,46,0
RIT1,inhibits,15,15,0
RIT1,other,6,,6
RIT2,activates,6,6,0
RIT2,inhibits,8,8,0
RIT2,other,2,,2
RITA1,activates,6,6,0
RITA1,inhibits,13,13,0
RITA1,other,2,,2
RL23,inhibits,1,1,0
RLBP1,activates,4,4,0
RLBP1,binds,2,2,0
RLBP1,inhibits,5,5,0
RLBP1,modifies,1,1,0
RLF,activates,37,37,0
RLF,inhibits,17,17,0
RLF,modifies,2,2,0
RLF,other,3,,3
RLIG1,activates,19,19,0
RLIG1,inhibits,11,11,0
RLIG1,modifies,2,2,0
RLIM,activates,24,24,0
RLIM,inhibits,10,10,0
RLIM,modifies,1,1,0
RLIM,other,3,,3
RLN1,activates,9,9,0
RLN1,inhibits,15,15,0
RLN2,activates,10,10,0
RLN2,inhibits,19,19,0
RLN2,modifies,1,1,0
RLN2,other,5,,5
RLN3,activates,2,2,0
RLN3,inhibits,2,2,0
RLN3,modifies,1,1,0
RM2,activates,1,1,0
RMC1,activates,19,19,0
RMC1,inhibits,8,8,0
RMC1,other,2,,2
RMDN1,activates,17,17,0
RMDN1,inhibits,21,21,0
RMDN1,modifies,1,1,0
RMDN1,other,2,,2
RMDN2,activates,8,8,0
RMDN2,inhibits,21,21,0
RMDN2,modifies,2,2,0
RMDN2,other,2,,2
RMDN2-AS1,activates,1,1,0
RMDN3,activates,22,22,0
RMDN3,inhibits,7,7,0
RMDN3,other,6,,6
RMI1,activates,17,17,0
RMI1,inhibits,25,25,0
RMI1,other,5,,5
RMI2,activates,18,18,0
RMI2,binds,1,1,0
RMI2,inhibits,52,52,0
RMI2,modifies,1,1,0
RMI2,other,4,,4
RMND1,activates,11,11,0
RMND1,inhibits,8,8,0
RMND1,other,1,,1
RMND5A,activates,29,29,0
RMND5A,inhibits,11,11,0
RMND5A,other,2,,2
RMND5B,activates,6,6,0
RMND5B,inhibits,22,22,0
RMND5B,modifies,1,1,0
RMND5B,other,1,,1
RMP24,activates,18,16,2
RMP24,binds,1,1,0
RMP24,inhibits,6,6,0
RMP24,other,1,,1
RMP64,activates,17,17,0
RMP64,binds,1,1,0
RMP64,inhibits,14,14,0
RMP64,modifies,1,1,0
RMP64,other,2,,2
RMRP,activates,68,68,0
RMRP,binds,3,3,0
RMRP,inhibits,52,52,0
RMRP,modifies,1,1,0
RMRP,other,4,,4
RMST,activates,5,5,0
RMST,inhibits,16,16,0
RMST,modifies,1,1,0
RN7SK,activates,19,19,0
RN7SK,inhibits,6,6,0
RN7SK,other,2,,2
RN7SKP106,inhibits,1,1,0
RN7SKP203,activates,2,2,0
RN7SKP228,inhibits,1,1,0
RN7SKP26,activates,1,1,0
RN7SKP26,inhibits,2,2,0
RN7SKP269,activates,1,1,0
RN7SKP271,activates,1,1,0
RN7SKP276,activates,2,,2
RN7SKP276,inhibits,3,3,0
RN7SKP31,inhibits,1,1,0
RN7SKP4,activates,1,1,0
RN7SKP56,activates,1,1,0
RN7SKP65,activates,1,1,0
RN7SKP66,inhibits,1,1,0
RN7SKP80,activates,2,2,0
RN7SKP97,inhibits,1,1,0
RN7SL1,activates,9,9,0
RN7SL1,inhibits,3,3,0
RN7SL1,other,1,,1
RN7SL124P,activates,5,3,2
RN7SL128P,inhibits,1,1,0
RN7SL138P,activates,2,,2
RN7SL138P,inhibits,1,1,0
RN7SL14P,inhibits,1,1,0
RN7SL165P,activates,1,1,0
RN7SL165P,inhibits,1,1,0
RN7SL178P,activates,1,1,0
RN7SL181P,inhibits,1,1,0
RN7SL189P,activates,1,1,0
RN7SL197P,activates,1,1,0
RN7SL2,activates,5,5,0
RN7SL2,inhibits,4,4,0
RN7SL200P,activates,1,1,0
RN7SL280P,activates,1,1,0
RN7SL292P,activates,1,1,0
RN7SL3,activates,1,1,0
RN7SL3,inhibits,1,1,0
RN7SL316P,inhibits,1,1,0
RN7SL326P,activates,1,1,0
RN7SL326P,inhibits,2,2,0
RN7SL32P,activates,2,,2
RN7SL32P,inhibits,1,1,0
RN7SL333P,activates,2,2,0
RN7SL336P,activates,1,1,0
RN7SL364P,activates,1,1,0
RN7SL396P,inhibits,1,1,0
RN7SL399P,other,1,,1
RN7SL403P,inhibits,1,1,0
RN7SL455P,activates,1,1,0
RN7SL466P,inhibits,1,1,0
RN7SL470P,activates,3,1,2
RN7SL477P,activates,1,1,0
RN7SL499P,activates,1,1,0
RN7SL535P,activates,1,1,0
RN7SL549P,inhibits,1,1,0
RN7SL559P,activates,3,1,2
RN7SL568P,activates,1,1,0
RN7SL568P,inhibits,1,1,0
RN7SL569P,inhibits,2,2,0
RN7SL63P,inhibits,1,1,0
RN7SL672P,activates,1,1,0
RN7SL689P,activates,1,1,0
RN7SL751P,activates,5,3,2
RN7SL788P,activates,1,1,0
RN7SL832P,activates,2,2,0
RN7SL832P,inhibits,1,1,0
RN7SL845P,inhibits,1,1,0
RN7SL849P,activates,1,1,0
RN7SL868P,inhibits,1,1,0
RN7SL97P,activates,1,1,0
RNA18S5,activates,4,4,0
RNA18S5,inhibits,2,2,0
RNA18SN1,inhibits,1,1,0
RNA18SN2,inhibits,1,1,0
RNA18SN3,inhibits,1,1,0
RNA18SN4,activates,5,5,0
RNA18SN4,inhibits,5,5,0
RNA18SN5,activates,4,4,0
RNA18SN5,inhibits,1,1,0
RNA28S1,activates,1,1,0
RNA28S5,activates,1,1,0
RNA28S5,inhibits,2,2,0
RNA28SN1,inhibits,1,1,0
RNA28SN2,inhibits,1,1,0
RNA28SN3,inhibits,1,1,0
RNA28SN4,activates,3,3,0
RNA28SN4,inhibits,4,4,0
RNA28SN4,other,1,,1
RNA28SN5,activates,3,3,0
RNA28SN5,inhibits,2,2,0
RNA45S5,activates,1,1,0
RNA45S5,inhibits,1,1,0
RNA45SN1,inhibits,1,1,0
RNA45SN2,inhibits,1,1,0
RNA45SN3,inhibits,1,1,0
RNA45SN4,activates,1,1,0
RNA45SN4,inhibits,2,2,0
RNA45SN5,inhibits,1,1,0
RNA5-8S5,activates,1,1,0
RNA5-8S5,inhibits,1,1,0
RNA5-8SN1,activates,1,1,0
RNA5-8SN1,inhibits,1,1,0
RNA5-8SN2,activates,2,2,0
RNA5-8SN3,activates,1,1,0
RNA5-8SN4,inhibits,2,2,0
RNA5-8SP2,activates,1,1,0
RNA5-8SP2,inhibits,1,1,0
RNA5-8SP6,activates,1,1,0
RNA5S9,activates,9,9,0
RNA5SP139,activates,1,1,0
RNA5SP144,inhibits,1,1,0
RNA5SP164,activates,1,1,0
RNA5SP18,inhibits,1,1,0
RNA5SP191,inhibits,1,1,0
